date,open,high,low,close,volume
2010-09-01,7.5679352223521175,7.689954241294935,7.531543957610864,7.655397891998291,697037600
2010-09-02,7.68383791802263,7.711667060852051,7.601574583114029,7.711667060852051,415427600
2010-09-03,7.8009627353907,7.9138071503669485,7.7829198127648365,7.913501739501953,520788800
2010-09-07,7.848364344698295,7.936744052537523,7.836437804126614,7.8841447830200195,342557600
2010-09-08,7.944389212918638,8.085369008454975,7.923593506955811,8.040414810180664,526551200
2010-09-09,8.105249066014792,8.150508687573682,8.040417009959594,8.045003890991211,438575200
2010-09-10,8.04867377765874,8.08873569648967,7.993933349461823,8.055401802062988,387542400
2010-09-13,8.129099414738505,8.204329301270123,8.127265316229414,8.16640853881836,388780000
2010-09-14,8.141025993597284,8.231546023252644,8.119924877968865,8.197601318359375,408150400
2010-09-15,8.200965724408945,8.268550539808299,8.190873282937265,8.263656616210938,429368800
2010-09-16,8.264268419429893,8.460904833168541,8.241637801382579,8.457846641540527,652103200
2010-09-17,8.492094920300023,8.500352443421308,8.369465149025949,8.421147346496582,634477200
2010-09-20,8.44286374666146,8.67833965358048,8.435830312690982,8.661520004272461,658677600
2010-09-21,8.680783748299648,8.787511770966853,8.648061508337769,8.678030967712402,668074400
2010-09-22,8.645617834237946,8.806780901361222,8.636443256902812,8.799747467041016,585289600
2010-09-23,8.756321329183935,8.952958598100667,8.746229703135242,8.835526466369629,786116800
2010-09-24,8.932772650776622,8.976503561530805,8.885371910456234,8.939499855041504,649488000
2010-09-27,8.990264433846509,9.013199642245247,8.899438199461365,8.904025077819824,482834800
2010-09-28,8.922684140198623,8.922684140198623,8.409837889894622,8.772530555725098,1035042400
2010-09-29,8.783843569356087,8.86274328957478,8.746229032746172,8.788125038146973,469644000
2010-09-30,8.837972000017787,8.868553099334541,8.600967459554733,8.677420616149902,673391600
2010-10-01,8.750816263125602,8.763966080921257,8.604026307982112,8.639806747436523,448142800
2010-10-04,8.611671572923072,8.65142643433926,8.494544864877442,8.521151542663574,435302000
2010-10-05,8.623906019784386,8.851735235744275,8.618400456695436,8.836139678955078,501967200
2010-10-06,8.856013282811073,8.929408240995784,8.72359645728712,8.843780517578125,670868800
2010-10-07,8.878950791382024,8.883232259928214,8.77405767012359,8.84469985961914,408399600
2010-10-08,8.920847405352847,9.006168921421624,8.868554363188126,8.993019104003906,658403200
2010-10-11,9.013508686239875,9.089961031078937,9.009227217738976,9.03246784210205,427753200
2010-10-12,9.033997510037635,9.159075514850088,8.944699941470759,9.129716873168945,558544000
2010-10-13,9.180484818003837,9.234307377485983,9.168252046936587,9.17864990234375,630092400
2010-10-14,9.226048631328137,9.249901713043704,9.186598361636968,9.245009422302246,435296400
2010-10-15,9.401888523397586,9.633082905090914,9.324518318647886,9.625131607055664,922194000
2010-10-18,9.739202769682823,9.755409964424006,9.611372777724576,9.72482967376709,1093010800
2010-10-19,9.27834115559522,9.595467872184004,9.174976727564681,9.464580535888672,1232784000
2010-10-20,9.449598361659312,9.610149792116161,9.384460903357407,9.496387481689453,721624400
2010-10-21,9.552349122157874,9.625132454289437,9.382317739931691,9.465498924255371,551460000
2010-10-22,9.451734754468262,9.48139880087296,9.3670257161569,9.40280532836914,372778000
2010-10-25,9.452347080980113,9.529104821111115,9.432468430101258,9.444701194763184,392462000
2010-10-26,9.38445877784741,9.472226840620737,9.347148838044745,9.420544624328613,392929600
2010-10-27,9.408313613130817,9.477120899666168,9.345621894704452,9.413818359375,399002800
2010-10-28,9.417486997842682,9.419016502263979,9.201890569765224,9.334612846374512,551051200
2010-10-29,9.303723443068195,9.354182378822909,9.200969840018955,9.204334259033203,430511200
2010-11-01,9.242257564893032,9.34562201813419,9.241645926413378,9.302196502685547,423889200
2010-11-02,9.388432846644594,9.485986294349686,9.388432846644594,9.460603713989258,433930000
2010-11-03,9.522075597839697,9.568253896542892,9.435225380177526,9.565807342529297,508348400
2010-11-04,9.64684530166692,9.791494918092733,9.63400089589301,9.733084678649902,642488000
2010-11-05,9.724522612613422,9.772840414973285,9.68660184687148,9.698222160339355,361253200
2010-11-08,9.700363208036206,9.778956703358675,9.686907162818596,9.743788719177246,281758400
2010-11-09,9.818101382019782,9.825747271056052,9.6177950947619,9.666112899780273,383544000
2010-11-10,9.68323579238072,9.748374048733352,9.588739713192414,9.725744247436523,384227200
2010-11-11,9.633085347511003,9.73706225342937,9.610149313358821,9.683545112609863,361284000
2010-11-12,9.663666904678939,9.678957050422015,9.285377887121204,9.419934272766113,795846800
2010-11-15,9.43308635840678,9.496695138344329,9.366113157931798,9.389660835266113,403606000
2010-11-16,9.349293405991867,9.406785799440232,9.153573142942367,9.222992897033691,657650000
2010-11-17,9.211064694870567,9.296386220115176,9.105865327608555,9.189658164978027,479449600
2010-11-18,9.333387590474608,9.470085908269198,9.317792036924141,9.432165145874023,494491200
2010-11-19,9.418098260179349,9.431248076824863,9.334611664230094,9.38017749786377,384843200
2010-11-22,9.3786455777039,9.582928657531738,9.353875455021235,9.582928657531738,393075200
2010-11-23,9.493939579372658,9.53369607596332,9.374978766928617,9.441339492797852,519447600
2010-11-24,9.541340636985701,9.645317536649802,9.53369638153713,9.626968383789062,413725200
2010-11-26,9.594550944803308,9.715652885955125,9.570086227880285,9.63308334350586,237585600
2010-11-29,9.64837265595026,9.70892321301775,9.52237843552998,9.690269470214844,445785200
2010-11-30,9.588435272422528,9.613512446149906,9.506783589729285,9.51534652709961,501858000
2010-12-01,9.641340439074693,9.717181962842107,9.633083729480918,9.675897598266602,461750800
2010-12-02,9.710454150226376,9.755408345947655,9.629719517816204,9.729414939880371,462837200
2010-12-03,9.694556628858681,9.744709364509262,9.674067142565065,9.707706451416016,342092800
2010-12-06,9.744399599750357,9.857244837759584,9.737671577664807,9.79057788848877,448481600
2010-12-07,9.902199059805588,9.9080083994397,9.728497844889686,9.731249809265137,391454000
2010-12-08,9.774675131254671,9.817183592621914,9.697611141096413,9.816877365112305,321935600
2010-12-09,9.851126282591318,9.862440365058585,9.756017761710936,9.778648376464844,294151200
2010-12-10,9.775287656409816,9.818101532563738,9.743177045142682,9.803116798400879,262511200
2010-12-13,9.919630338370595,9.940731453923465,9.816571314096823,9.83705997467041,439815600
2010-12-14,9.838898954278683,9.863669908244463,9.755411513763113,9.794861793518066,351008000
2010-12-15,9.785990576366906,9.877734710121116,9.761220444195738,9.797000885009766,417312000
2010-12-16,9.81932468864183,9.865808395031681,9.78904980975812,9.824217796325684,322030800
2010-12-17,9.835836367742754,9.840729474153399,9.793022503256168,9.804643630981445,386929200
2010-12-20,9.83492209345676,9.885381863439903,9.731863860171176,9.85357666015625,385610400
2010-12-21,9.877737884683333,9.920245545462935,9.848686274050237,9.914435386657715,256354000
2010-12-22,9.919323810883203,9.96091440235844,9.894552865843641,9.943788528442383,265921600
2010-12-23,9.938898664094934,9.943485544567276,9.882934965941018,9.896084785461426,223157200
2010-12-27,9.873145755117756,9.952350875770454,9.832472215280143,9.929108619689941,249816000
2010-12-28,9.966726141492154,9.989662175112343,9.940732732222235,9.95327091217041,175924000
2010-12-29,9.976204354683873,9.983238603925932,9.941953424110423,9.94776439666748,163139200
2010-12-30,9.953575207111674,9.954492256382427,9.879263185127957,9.897917747497559,157494400
2010-12-31,9.876209153215552,9.892417168881327,9.826055601313856,9.864282608032227,193508000
2011-01-03,9.958468298011045,10.099753497763203,9.934003579348646,10.078652381896973,445138400
2011-01-04,10.166422184211683,10.168257099670198,10.035228587051607,10.131254196166992,309080800
2011-01-05,10.07804260393688,10.224526348671501,10.07651309939689,10.214128494262695,255519600
2011-01-06,10.236149329097225,10.252357343829436,10.180491849245184,10.2058744430542,300428800
